INPC - capitais - índice (dez. 1993=100)
Sigla,Código,Brasil,1948.01,1948.02,1948.03,1948.04,1948.05,1948.06,1948.07,1948.08,1948.09,1948.10,1948.11,1948.12,1949.01,1949.02,1949.03,1949.04,1949.05,1949.06,1949.07,1949.08,1949.09,1949.10,1949.11,1949.12,1950.01,1950.02,1950.03,1950.04,1950.05,1950.06,1950.07,1950.08,1950.09,1950.10,1950.11,1950.12,1951.01,1951.02,1951.03,1951.04,1951.05,1951.06,1951.07,1951.08,1951.09,1951.10,1951.11,1951.12,1952.01,1952.02,1952.03,1952.04,1952.05,1952.06,1952.07,1952.08,1952.09,1952.10,1952.11,1952.12,1953.01,1953.02,1953.03,1953.04,1953.05,1953.06,1953.07,1953.08,1953.09,1953.10,1953.11,1953.12,1954.01,1954.02,1954.03,1954.04,1954.05,1954.06,1954.07,1954.08,1954.09,1954.10,1954.11,1954.12,1955.01,1955.02,1955.03,1955.04,1955.05,1955.06,1955.07,1955.08,1955.09,1955.10,1955.11,1955.12,1956.01,1956.02,1956.03,1956.04,
BR,0,Brasil,2.3E-12,2.3E-12,2.3E-12,2.3E-12,2.3E-12,2.4E-12,2.4E-12,2.4E-12,2.4E-12,2.4E-12,2.4E-12,2.4E-12,2.4E-12,2.5E-12,2.5E-12,2.5E-12,2.5E-12,2.6E-12,2.6E-12,2.6E-12,2.6E-12,2.6E-12,2.6E-12,2.6E-12,2.6E-12,2.6E-12,2.6E-12,2.6E-12,2.6E-12,2.6E-12,2.7E-12,2.7E-12,2.7E-12,2.7E-12,2.7E-12,2.7E-12,2.8E-12,2.8E-12,2.9E-12,2.9E-12,3E-12,3E-12,3E-12,3E-12,3.1E-12,3.1E-12,3.1E-12,3.2E-12,3.3E-12,3.4E-12,3.5E-12,3.5E-12,3.5E-12,3.5E-12,3.5E-12,3.6E-12,3.6E-12,3.6E-12,3.6E-12,3.7E-12,3.7E-12,3.8E-12,3.9E-12,3.9E-12,3.9E-12,4E-12,4E-12,4.1E-12,4.1E-12,4.1E-12,4.1E-12,4.1E-12,4.3E-12,4.4E-12,4.5E-12,4.6E-12,4.6E-12,4.7E-12,4.7E-12,4.8E-12,4.9E-12,4.9E-12,5E-12,5.1E-12,5.2E-12,5.4E-12,5.5E-12,5.6E-12,5.6E-12,5.7E-12,5.7E-12,5.8E-12,5.8E-12,5.9E-12,6E-12,6.1E-12,6.3E-12,6.5E-12,6.7E-12,6.8E-12,
