ano,id_municipio,taxa_bruta_matricula_pre_escola,numero_absoluto_bruto_matricula_pre_escola,taxa_liquida_matricula_pre_escola,numero_absoluto_liquido_matricula_pre_escola
2016,3111101,77.8,358,74.6,343
2017,3111101,81.9,377,77.7,358
2018,3111101,82,371,77.8,352
2019,3111101,75.7,343,74.4,337
2010,3111150,60.8,73,40,48
2011,3111150,75.5,83,45.5,50
2012,3111150,76.1,83,43.1,47
2013,3111150,87.1,98,82.6,93
2014,3111150,54.1,61,51.4,58
2015,3111150,72.4,82,68.9,78
2016,3111150,89,101,86.4,98
2017,3111150,82.6,94,80,91
2018,3111150,83.8,94,80.2,90
2019,3111150,77.4,87,75.6,85
2010,3111200,76.1,936,51.2,630
2011,3111200,85,1047,53.2,656
2012,3111200,84.1,1039,49.1,607
2013,3111200,81,1035,72.3,924
2014,3111200,88.9,1140,84.6,1085
2015,3111200,87.1,1122,82.9,1067
2016,3111200,90.8,1174,86,1112
2017,3111200,90.4,1172,86.2,1118
2018,3111200,89.5,1148,85.5,1097
2019,3111200,79.2,1019,76.8,988
2010,3111309,54.5,189,32.3,112
2011,3111309,64.8,208,25.9,83
2012,3111309,62,199,28.7,92
2013,3111309,60.5,200,46.9,155
2014,3111309,78.2,259,70.4,233
2015,3111309,77.2,256,70.3,233
2016,3111309,80.5,267,75.4,250
2017,3111309,93.7,311,74.7,248
2018,3111309,86.2,281,82.8,270
2019,3111309,82,267,79.2,258
2010,3111408,96,215,68.8,154
2011,3111408,90.1,200,69.4,154
2012,3111408,95.1,214,66.2,149
2013,3111408,92.5,218,82.7,195
2014,3111408,98.5,236,92.3,221
2015,3111408,99.1,241,94.2,229
2016,3111408,83.6,206,81.5,201
2017,3111408,76.1,190,74.1,185
2018,3111408,89.3,227,80.2,204
2019,3111408,84.4,218,78.6,203
2010,3111507,86.6,400,61.7,285
2011,3111507,69.6,320,45.7,210
2012,3111507,86.4,399,53,245
2013,3111507,86.1,413,79,379
2014,3111507,80.1,387,71.8,347
2015,3111507,85.1,414,77.9,379
2016,3111507,77.1,378,73.7,361
2017,3111507,82.3,406,79.1,390
2018,3111507,75,369,72.1,355
2019,3111507,68.2,338,65.2,323
2010,3111606,60.9,504,38.4,318
2011,3111606,59.9,474,33.6,266
2012,3111606,65.9,523,35.6,283
2013,3111606,77,632,67.3,552
2014,3111606,66.6,548,64.9,534
2015,3111606,70.9,586,66,545
2016,3111606,74.9,621,72.2,598
2017,3111606,77.7,646,74.1,616
2018,3111606,79.7,654,77.2,634
2019,3111606,72.1,593,71,584
2010,3111705,76.8,96,44.8,56
2011,3111705,90.7,97,41.1,44
2012,3111705,86.9,93,47.7,51
2013,3111705,78.2,86,67.3,74
2014,3111705,72,79,65.6,72
2015,3111705,84,92,77.6,85
2016,3111705,96,105,94.2,103
2017,3111705,105.3,115,101.6,111
2018,3111705,110.9,118,106.2,113
2019,3111705,107.5,114,105.6,112
2010,3111804,90,269,69.9,209
2011,3111804,89.3,241,57.8,156
2012,3111804,97.4,263,63.3,171
2013,3111804,92.3,258,85.1,238
2014,3111804,96.4,271,93.2,262
2015,3111804,92.4,261,87.1,246
2016,3111804,93.7,266,87.7,249
2017,3111804,89.8,256,87,248
2018,3111804,81.3,230,78.5,222
2019,3111804,84.7,242,81.5,233
2010,3111903,46.2,72,14.7,23
2011,3111903,42.6,66,8.4,13
2012,3111903,69,107,42.6,66
2013,3111903,63.3,101,58.9,94
2014,3111903,64,102,60.8,97
2015,3111903,78.4,125,76.5,122
2016,3111903,72.8,116,69,110
2017,3111903,74,118,67.8,108
2018,3111903,79.5,124,76.3,119
2019,3111903,66.2,103,64.2,100
2010,3112000,49.5,157,24,76
2011,3112000,60.5,190,24.8,78
2012,3112000,73.2,230,40.4,127
2013,3112000,73.8,239,67.4,218
2014,3112000,74.4,241,73.1,237
2015,3112000,72.1,234,68.7,223
2016,3112000,84.3,274,80,260
2017,3112000,86.7,282,83.3,271
2018,3112000,92.9,297,89.8,287
2019,3112000,92.6,296,91.6,293
2010,3112059,56.4,92,39.3,64
2011,3112059,76.9,103,49.3,66
2012,3112059,80.1,109,39,53
2013,3112059,84.4,119,73,103
2014,3112059,83.8,119,78.2,111
2015,3112059,75.6,108,72.1,103
2016,3112059,87.7,126,84.2,121
2017,3112059,84.4,122,83,120
2018,3112059,78.5,113,74.3,107
2019,3112059,71.1,103,71.1,103
2010,3112109,56.3,111,39.1,77
2011,3112109,57.9,99,35.7,61
2012,3112109,59.5,103,30.6,53
2013,3112109,54.8,98,49.8,89
2014,3112109,62.4,112,52.4,94
2015,3112109,78.3,141,68.9,124
2016,3112109,87.5,158,75.3,136
2017,3112109,65.1,118,63.5,115
2018,3112109,73.2,131,70.9,127
2019,3112109,56.8,102,55.7,100
2010,3112208,66,93,39,55
2011,3112208,75.2,85,37.2,42
2012,3112208,78.6,88,38.4,43
2013,3112208,62.6,72,55.7,64
2014,3112208,57.6,66,54.9,63
2015,3112208,69.9,80,67.3,77
2016,3112208,73.6,84,70.1,80
2017,3112208,67.6,77,65,74
2018,3112208,63.2,70,63.2,70
2019,3112208,58,64,57.1,63
2010,3112307,60.2,737,38.7,474
2011,3112307,74.3,881,42.1,499
2012,3112307,70.8,847,35.8,428
2013,3112307,79.6,989,71.2,884
2014,3112307,89.5,1121,80.8,1012
2015,3112307,84.5,1067,81.8,1032
2016,3112307,86.1,1095,82.1,1044
2017,3112307,85.8,1099,80.7,1034
2018,3112307,91.3,1169,87.6,1122
2019,3112307,78.8,1007,76.3,975
2010,3112406,60.1,107,42.7,76
2011,3112406,63.5,132,37.5,78
2012,3112406,76.6,157,41.5,85
2013,3112406,83.7,176,69.9,147
2014,3112406,74.8,157,73.9,155
2015,3112406,66.9,140,65.5,137
2016,3112406,69,144,68,142
2017,3112406,80.2,167,75.4,157
2018,3112406,93.8,190,89.4,181
2019,3112406,81.9,165,81.4,164
2010,3112505,89.3,218,64.8,158
2011,3112505,89.9,222,60.3,149
2012,3112505,93.2,233,56.4,141
2013,3112505,103.6,269,95.9,249
2014,3112505,98.9,259,94.7,248
2015,3112505,91.7,242,87.9,232
2016,3112505,102.6,273,100.7,268
2017,3112505,108.2,290,102.6,275
2018,3112505,103,276,97.8,262
2019,3112505,86.7,234,85.5,231
2010,3112604,86.1,359,62.4,260
2011,3112604,89.8,389,67.2,291
2012,3112604,100.2,437,67.9,296
2013,3112604,82.7,373,71.8,324
2014,3112604,82.5,374,75,340
2015,3112604,77.3,352,74.7,340
2016,3112604,62.7,287,61.4,281
2017,3112604,64.9,298,60.1,276
2018,3112604,68.1,310,66.1,301
2019,3112604,69.3,317,66.7,305
2010,3112653,92.9,169,77.5,141
2011,3112653,116.3,193,75.3,125
2012,3112653,116.3,193,78.9,131
2013,3112653,118.1,204,99.6,172
2014,3112653,95.2,166,80.3,140
2015,3112653,77.3,136,73.9,130
2016,3112653,70.5,125,66.5,118
2017,3112653,73.8,132,69.4,124
2018,3112653,72.5,130,67.5,121
2019,3112653,68,123,64.7,117
2010,3112703,42.9,235,17.9,98
2011,3112703,46.4,242,18.4,96
2012,3112703,60.5,317,24.2,127
2013,3112703,51.4,279,42.2,229
2014,3112703,75.2,411,71.7,392
2015,3112703,79.5,437,77.3,425
2016,3112703,81.4,450,79.6,440
2017,3112703,76.1,423,72.7,404
2018,3112703,76.2,421,72.8,402
2019,3112703,71.5,397,69.9,388
2010,3112802,93.4,212,66.1,150
2011,3112802,93.9,186,60.1,119
2012,3112802,97,193,65.3,130
2013,3112802,105.9,218,95.7,197
2014,3112802,96.7,200,92.8,192
2015,3112802,89.5,186,85.7,178
2016,3112802,86.3,180,84.9,177
2017,3112802,90.3,189,87.4,183
2018,3112802,101.2,210,97.4,202
2019,3112802,84.5,176,83.6,174
2010,3112901,59.3,181,35.1,107
2011,3112901,62.3,177,30.6,87
2012,3112901,66.3,189,38.2,109
2013,3112901,62.2,183,56.8,167
2014,3112901,77.7,229,76,224
2015,3112901,73.8,218,70.7,209
2016,3112901,72.3,214,70.9,210
2017,3112901,75.8,225,69.4,206
2018,3112901,68.1,199,65.4,191
2019,3112901,63.6,186,62.9,184
2010,3113008,45.2,396,31.7,278
2011,3113008,42.9,368,24.9,214
2012,3113008,46.6,402,26.9,232
2013,3113008,59.2,528,50.9,454
2014,3113008,59.7,535,51.3,460
2015,3113008,49.9,450,46.2,416
2016,3113008,47.5,430,45.8,415
2017,3113008,54.4,495,47.6,433
2018,3113008,46.5,419,43.4,391
2019,3113008,51.6,467,49.8,451
2010,3113107,86.4,70,55.6,45
2011,3113107,78,64,43.9,36
2012,3113107,80.5,66,45.1,37
2013,3113107,78.5,66,70.2,59
2014,3113107,88.3,74,81.2,68
2015,3113107,73.1,61,70.7,59
2016,3113107,78.1,65,74.5,62
2017,3113107,74.7,62,73.5,61
2018,3113107,60.9,49,57.1,46
2019,3113107,52.5,42,52.5,42
2010,3113206,83.3,500,55.7,334
2011,3113206,83.7,533,53.5,341
2012,3113206,87.7,562,54.4,349
2013,3113206,85.4,568,76.9,512
2014,3113206,83.8,564,79.1,532
2015,3113206,87.7,594,84.6,573
2016,3113206,88,600,84.3,575
2017,3113206,89.1,612,85.1,584
2018,3113206,84.5,579,82.2,563
2019,3113206,79.7,550,76.8,530
2010,3113305,85.3,673,60.2,475
2011,3113305,84.3,665,54.4,429
2012,3113305,80.8,640,52.7,417
2013,3113305,85.2,696,70.8,578
2014,3113305,84,687,73.4,600
2015,3113305,89.4,732,83.3,682
2016,3113305,92.6,760,85.4,701
2017,3113305,90.8,746,82.2,675
2018,3113305,91.8,741,84.5,682
2019,3113305,85.5,691,81.5,658
2010,3113404,76.3,1916,54.4,1365
2011,3113404,82.6,2022,51.9,1271
2012,3113404,85,2094,51.1,1258
2013,3113404,78.9,2015,72.1,1843
2014,3113404,85.3,2194,80.5,2071
2015,3113404,84,2175,79.5,2059
2016,3113404,80.2,2088,76.4,1990
2017,3113404,79.1,2072,74.8,1960
2018,3113404,82,2140,77.9,2034
2019,3113404,78.5,2061,76.4,2007
2010,3113503,62.7,188,39.7,119
2011,3113503,68.3,183,39.6,106
2012,3113503,101.9,274,59.5,160
2013,3113503,82.9,230,73.5,204
2014,3113503,70.1,195,65.4,182
2015,3113503,59.9,167,56.3,157
2016,3113503,72.3,202,69.1,193
2017,3113503,76.8,215,74.3,208
2018,3113503,78.4,216,76.2,210
2019,3113503,77.3,213,74.7,206
2010,3113602,83,161,62.9,122
2011,3113602,78,149,52.4,100
2012,3113602,81.7,156,52.9,101
2013,3113602,82.3,163,75.8,150
2014,3113602,88.9,177,83.8,167
2015,3113602,75.4,151,71.9,144
2016,3113602,77.4,156,75,151
2017,3113602,84.4,171,78.5,159
2018,3113602,85.9,173,80.9,163
2019,3113602,89.9,182,82.9,168
2010,3113701,63.1,365,43.6,252
2011,3113701,78.6,404,49.6,255
2012,3113701,82.2,419,41.6,212
2013,3113701,79.4,414,71,370
2014,3113701,77.8,403,75.9,393
2015,3113701,69.7,359,66.6,343
2016,3113701,80.3,411,77.1,395
2017,3113701,83.1,423,80.3,409
2018,3113701,83.3,408,79.4,389
2019,3113701,76.8,373,75.1,365
2010,3113800,78.4,69,53.4,47
2011,3113800,94.4,68,76.4,55
2012,3113800,104.1,77,63.5,47
2013,3113800,90,69,84.8,65
2014,3113800,106.2,82,99.7,77
2015,3113800,105.6,82,100.4,78
2016,3113800,92.2,72,89.6,70
2017,3113800,98,77,91.7,72
2018,3113800,104.9,82,101,79
2019,3113800,92.8,73,87.8,69
2010,3113909,81.6,320,52.8,207
2011,3113909,88.9,312,55.3,194
2012,3113909,97.5,344,59.8,211
2013,3113909,92.3,336,81.5,297
2014,3113909,83,303,78.1,285
2015,3113909,97.6,357,93.2,341
2016,3113909,71.2,261,67.4,247
2017,3113909,71.3,262,68.1,250
2018,3113909,106.8,386,102.6,371
2019,3113909,106.1,384,103.9,376
2010,3114006,77.2,227,48,141
2011,3114006,38.4,106,13,36
2012,3114006,75.5,209,37.9,105
2013,3114006,71.9,206,64.9,186
2014,3114006,69.5,200,67.1,193
2015,3114006,73.4,212,71.7,207
2016,3114006,80.4,233,77.6,225
2017,3114006,82.5,240,79.1,230
2018,3114006,74.3,214,71.2,205
2019,3114006,71.3,206,69.6,201
2010,3114105,70.4,335,51.7,246
2011,3114105,83.4,332,51,203
2012,3114105,76,304,46,184
2013,3114105,74.2,308,68.7,285
2014,3114105,72.8,304,69.9,292
2015,3114105,72.3,304,67.8,285
2016,3114105,70.7,299,67.6,286
2017,3114105,70,298,66.3,282
2018,3114105,74.5,316,68.6,291
2019,3114105,62.8,268,61.2,261
2010,3114204,94.6,526,71.6,398
2011,3114204,95,480,62.8,317
2012,3114204,92,470,65,332
2013,3114204,100.5,535,91.5,487
2014,3114204,99.7,536,95,511
2015,3114204,104.4,567,98.8,537
2016,3114204,103.6,568,99.6,546
2017,3114204,103,570,98.7,546
2018,3114204,101.9,567,98.3,547
2019,3114204,98.2,552,94.9,533
2010,3114303,91.5,704,64.9,499
2011,3114303,98.1,711,74.1,537
2012,3114303,82.5,600,55.4,403
2013,3114303,90.5,678,82.3,617
2014,3114303,89.1,669,86.2,647
2015,3114303,88.4,664,83.8,630
2016,3114303,92,692,84,632
2017,3114303,94.5,712,90,678
2018,3114303,97.4,721,93.2,690
2019,3114303,83.2,616,82.5,611
2010,3114402,77.3,442,54.7,313
2011,3114402,90.8,471,61.3,318
2012,3114402,94,488,58.6,304
2013,3114402,89.4,479,80.2,430
2014,3114402,93.4,502,90.2,485
2015,3114402,82.9,447,78.4,423
2016,3114402,79.1,428,76,411
2017,3114402,83.3,452,81.3,441
2018,3114402,92.8,497,88.9,476
2019,3114402,93.2,500,89.1,478
2010,3114501,80.3,378,54.4,256
2011,3114501,89.3,409,53.5,245
2012,3114501,89.2,414,53.7,249
2013,3114501,81,392,70.5,341
2014,3114501,77.4,379,72.7,356
2015,3114501,88.1,436,83.4,413
2016,3114501,76,380,71.4,357
2017,3114501,79.6,402,76.1,384
2018,3114501,82,417,77.8,396
2019,3114501,69.2,356,68.8,354
2010,3114550,89.8,229,62.4,159
2011,3114550,88.8,223,57.4,144
2012,3114550,92.9,234,61.1,154
2013,3114550,89.7,234,83.2,217
2014,3114550,94.2,247,87.4,229
2015,3114550,91.9,242,83.6,220
2016,3114550,100.2,265,86.6,229
2017,3114550,85.1,226,83.6,222
2018,3114550,79.4,209,73.3,193
2019,3114550,80.6,213,77.5,205
2010,3114600,76.6,82,43,46
2011,3114600,69.8,74,52.8,56
2012,3114600,70.8,75,41.5,44
2013,3114600,65,71,57.6,63
2014,3114600,79.4,87,77.6,85
2015,3114600,70.2,77,68.4,75
2016,3114600,73.7,81,71.9,79
2017,3114600,98.1,108,90.9,100
2018,3114600,97.9,106,94.2,102
2019,3114600,82.1,89,79.3,86
2010,3114709,88.9,72,63,51
2011,3114709,126.6,100,84.8,67
2012,3114709,120,96,68.8,55
2013,3114709,101.3,84,91.7,76
2014,3114709,99.5,83,93.5,78
2015,3114709,93,78,89.4,75
2016,3114709,85.4,72,79.4,67
2017,3114709,93.2,79,86.1,73
2018,3114709,110.4,93,109.2,92
2019,3114709,106.2,90,103.9,88
2010,3114808,53.1,52,36.7,36
2011,3114808,53.8,49,30.8,28
2012,3114808,51.6,47,35.2,32
2013,3114808,61,57,55.7,52
2014,3114808,57.9,54,53.6,50
2015,3114808,44.1,41,41.9,39
2016,3114808,64.6,60,60.3,56
2017,3114808,99.2,92,92.7,86
2018,3114808,109.6,99,107.4,97
2019,3114808,84.5,76,84.5,76
2010,3114907,85.5,47,60,33
2011,3114907,82.5,47,56.1,32
2012,3114907,75.4,43,50.9,29
2013,3114907,71.6,42,63.1,37
2014,3114907,61.3,36,61.3,36
2015,3114907,56.2,33,54.5,32
2016,3114907,52.8,31,51.1,30
2017,3114907,64.7,38,61.3,36
2018,3114907,71.3,41,67.8,39
2019,3114907,62.7,36,62.7,36
2010,3115003,78.3,65,54.2,45
2011,3115003,110.6,73,75.8,50
2012,3115003,101.5,68,49.3,33
2013,3115003,82.1,57,72,50
2014,3115003,81.6,57,78.7,55
2015,3115003,78.2,55,76.8,54
2016,3115003,76.3,54,69.3,49
2017,3115003,74.5,53,71.7,51
2018,3115003,100.3,71,98.9,70
2019,3115003,101.1,72,98.3,70
2010,3115102,75.5,345,52.3,239
2011,3115102,77.3,367,48.6,231
2012,3115102,86.1,409,52.6,250
2013,3115102,84,411,73.5,360
2014,3115102,75.9,372,71,348
2015,3115102,81.5,400,78.2,384
2016,3115102,79.8,392,75.5,371
2017,3115102,81.1,399,77.2,380
2018,3115102,84,406,80.3,388
2019,3115102,79.6,385,77.8,376
2010,3115201,83.9,94,65.2,73
2011,3115201,78.3,72,55.4,51
2012,3115201,70.7,65,46.7,43
2013,3115201,84.5,80,71.9,68
2014,3115201,81.4,77,79.3,75
2015,3115201,91,86,88.8,84
2016,3115201,87.8,83,84.6,80
2017,3115201,70.9,67,70.9,67
2018,3115201,71.4,66,69.2,64
2019,3115201,62.9,58,62.9,58
2010,3115300,97.7,1681,72.7,1252
2011,3115300,95.9,1526,62.4,993
2012,3115300,81.5,1302,56.8,908
2013,3115300,84.9,1406,77.5,1284
2014,3115300,83.3,1390,79,1317
2015,3115300,87.5,1469,82.2,1380
2016,3115300,91.9,1552,86.8,1465
2017,3115300,94.1,1598,88,1494
2018,3115300,91.9,1553,85,1436
2019,3115300,91,1547,87.9,1494
2010,3115359,89,137,70.1,108
2011,3115359,89.4,126,62.4,88
2012,3115359,89.4,126,50.4,71
2013,3115359,94.8,139,87.3,128
2014,3115359,102,151,92.6,137
2015,3115359,97.1,145,93.7,140
2016,3115359,84.3,127,81.7,123
2017,3115359,88.3,134,84.3,128
2018,3115359,95.9,146,90,137
2019,3115359,88.6,136,85.3,131
2010,3115409,73,81,53.2,59
2011,3115409,86.8,79,50.5,46
2012,3115409,92.2,83,52.2,47
2013,3115409,79.5,74,76.3,71
2014,3115409,92,86,81.3,76
2015,3115409,78.9,74,73.5,69
2016,3115409,104,98,101.9,96
2017,3115409,86.7,82,80.4,76
2018,3115409,70.5,66,66.2,62
2019,3115409,67.1,63,66,62
2010,3115458,59.7,148,35.5,88
2011,3115458,80.7,201,50.2,125
2012,3115458,64,158,35.2,87
2013,3115458,79.2,200,69.7,176
2014,3115458,90.4,227,87.7,220
2015,3115458,103,257,96.6,241
2016,3115458,102.3,254,99.1,246
2017,3115458,104.1,257,97.2,240
2018,3115458,106.4,253,102.2,243
2019,3115458,100.6,237,98.9,233
2010,3115474,100,165,71.5,118
2011,3115474,87.9,138,58,91
2012,3115474,82.1,128,44.2,69
2013,3115474,78.1,125,72.5,116
2014,3115474,83.9,134,78.9,126
2015,3115474,89.8,143,86,137
2016,3115474,73.6,117,67.9,108
2017,3115474,102.2,162,95.2,151
2018,3115474,77.2,119,74.6,115
2019,3115474,60.6,93,59.3,91
2010,3115508,90.6,528,66.4,387
2011,3115508,87.3,480,63.1,347
2012,3115508,83.7,458,53.4,292
2013,3115508,82.5,464,74.7,420
2014,3115508,87.3,491,82.5,464
2015,3115508,84.7,476,78.7,442
2016,3115508,84.9,477,80.7,453
2017,3115508,86.4,485,83,466
2018,3115508,92.8,509,88.4,485
2019,3115508,86.2,472,83.5,457
2010,3115607,78.6,22,50,14
2011,3115607,80,24,63.3,19
2012,3115607,110,33,66.7,20
2013,3115607,87.9,27,78.2,24
2014,3115607,75.2,23,75.2,23
2015,3115607,108.3,33,91.9,28
2016,3115607,85.7,26,82.4,25
2017,3115607,82.6,25,82.6,25
2018,3115607,105.8,31,85.3,25
2019,3115607,109.9,32,85.8,25
2010,3115706,98.6,136,63.8,88
2011,3115706,78.3,141,57.8,104
2012,3115706,98.3,177,56.7,102
2013,3115706,78.5,146,72.6,135
2014,3115706,90.6,169,87.4,163
2015,3115706,120.8,226,104.3,195
2016,3115706,99.7,187,80.5,151
2017,3115706,80.3,151,77.6,146
2018,3115706,92.7,172,80.3,149
2019,3115706,76.9,143,75.8,141
2010,3115805,70.6,199,51.1,144
2011,3115805,79.1,204,57,147
2012,3115805,84.9,219,57,147
2013,3115805,72.6,193,65.8,175
2014,3115805,64.6,172,60.5,161
2015,3115805,66.1,176,61.2,163
2016,3115805,74.6,199,72,192
2017,3115805,65.2,174,63.3,169
2018,3115805,74.9,196,72.2,189
2019,3115805,78.5,204,77.7,202
2010,3115904,88.1,59,64.2,43
2011,3115904,139.3,85,100,61
2012,3115904,104.8,66,63.5,40
2013,3115904,103.5,68,86.8,57
2014,3115904,100.9,67,90.4,60
2015,3115904,101.3,68,93.9,63
2016,3115904,98.9,67,94.4,64
2017,3115904,117,80,109.6,75
2018,3115904,103.1,71,98.8,68
2019,3115904,110.7,77,103.5,72
2010,3116001,57.8,93,37.3,60
2011,3116001,67.1,100,49,73
2012,3116001,78.5,117,47,70
2013,3116001,66.5,102,61.9,95
2014,3116001,82.1,126,70.4,108
2015,3116001,79.4,122,58.6,90
2016,3116001,102.2,157,95.7,147
2017,3116001,82.6,127,75.4,116
2018,3116001,74.3,112,71,107
2019,3116001,84.3,127,83,125
2010,3116100,70.8,351,47,233
2011,3116100,66.4,365,43.1,237
2012,3116100,67.1,369,39.6,218
2013,3116100,55.3,313,50.5,286
2014,3116100,55,312,53.6,304
2015,3116100,54.8,311,53.3,302
2016,3116100,50.4,286,48.5,275
2017,3116100,42.6,242,40.9,232
2018,3116100,44.2,246,42.2,235
2019,3116100,46.7,260,45.5,253
2010,3116159,46.9,220,33.3,156
2011,3116159,48.6,216,29.3,130
2012,3116159,48.7,222,32.2,147
2013,3116159,46.9,226,43.8,211
2014,3116159,46.5,229,45.3,223
2015,3116159,53.5,269,52.3,263
2016,3116159,59.1,303,57.2,293
2017,3116159,61.7,322,59,308
2018,3116159,63.5,342,60.7,327
2019,3116159,60.7,334,59.1,325
2010,3116209,96.7,89,76.1,70
2011,3116209,98.6,72,61.6,45
2012,3116209,109.6,80,68.5,50
2013,3116209,109.6,82,101.6,76
2014,3116209,115.4,86,111.4,83
2015,3116209,88.9,66,82.1,61
2016,3116209,90.5,67,82.4,61
2017,3116209,105.7,78,101.6,75
2018,3116209,107.7,77,100.7,72
2019,3116209,85.8,61,84.4,60
2010,3116308,49.1,84,33.9,58
2011,3116308,53.8,84,32.7,51
2012,3116308,49.4,77,28.8,45
2013,3116308,49,79,47.2,76
2014,3116308,50.1,81,49.5,80
2015,3116308,51.8,84,50,81
2016,3116308,67.7,110,67.1,109
2017,3116308,66.9,109,63.2,103
2018,3116308,76.6,123,72.8,117
2019,3116308,62.7,101,62.7,101
2010,3116407,82,114,58.3,81
2011,3116407,74.8,104,41.7,58
2012,3116407,65,91,42.1,59
2013,3116407,73.8,107,69,100
2014,3116407,66.6,97,64.5,94
2015,3116407,73,107,71.7,105
2016,3116407,78.8,116,75.4,111
2017,3116407,82.5,122,78.4,116
2018,3116407,81.8,120,77,113
2019,3116407,72.4,107,72.4,107
2010,3116506,87.6,183,65.1,136
2011,3116506,90.9,180,62.1,123
2012,3116506,98.5,192,58.5,114
2013,3116506,90.5,181,83,166
2014,3116506,99.3,198,95.8,191
2015,3116506,101.6,202,91,181
2016,3116506,90.8,180,84.2,167
2017,3116506,94.6,187,86.5,171
2018,3116506,95.9,184,90.1,173
2019,3116506,88.5,169,87.5,167
2010,3116605,85.6,652,60.5,461
2011,3116605,95,704,63.7,472
2012,3116605,99.6,744,63.3,473
2013,3116605,91.9,714,82.1,638
2014,3116605,88.6,695,83.6,656
2015,3116605,86.8,687,82.6,654
2016,3116605,71.8,573,67.8,541
2017,3116605,87.5,704,83.4,671
2018,3116605,92,742,88.6,715
2019,3116605,83.5,680,81.3,662
2010,3116704,91.6,185,67.8,137
2011,3116704,83.7,159,61.6,117
2012,3116704,76,146,49,94
2013,3116704,108.1,215,77.9,155
2014,3116704,98.4,197,88.9,178
2015,3116704,67.6,136,66.6,134
2016,3116704,72.1,146,68.7,139
2017,3116704,77.7,158,72.8,148
2018,3116704,79.6,161,77.6,157
2019,3116704,70.3,143,68.9,140
2010,3116803,41,126,26.7,82
2011,3116803,60.9,173,36.6,104
2012,3116803,70.9,200,39,110
2013,3116803,72.9,211,65.6,190
2014,3116803,74.4,215,71.3,206
2015,3116803,65.9,190,63.4,183
2016,3116803,68.8,198,65.6,189
2017,3116803,72,207,65.4,188
2018,3116803,76.4,214,73.9,207
2019,3116803,67.4,188,67.4,188
2010,3116902,61.7,50,35.8,29
2011,3116902,88.8,79,52.8,47
2012,3116902,60.7,54,31.5,28
2013,3116902,81.5,75,76.1,70
2014,3116902,96.4,89,94.2,87
2015,3116902,83.1,77,78.8,73
2016,3116902,67.7,63,65.6,61
2017,3116902,86.8,81,82.5,77
2018,3116902,94.3,87,91,84
2019,3116902,76.7,71,73.5,68
2010,3117009,74.1,218,50.3,148
2011,3117009,92.7,228,52,128
2012,3117009,78.8,189,42.9,103
2013,3117009,80.4,195,72.6,176
2014,3117009,78,186,77.1,184
2015,3117009,73.3,172,68.6,161
2016,3117009,69.7,161,66.6,154
2017,3117009,68.1,155,65,148
2018,3117009,69.7,148,65.4,139
2019,3117009,66.5,138,66.5,138
2010,3117108,67.5,183,45.4,123
2011,3117108,71.3,211,42.9,127
2012,3117108,84.1,248,49.2,145
2013,3117108,72.8,222,64.3,196
2014,3117108,72.2,221,68.3,209
2015,3117108,77.4,238,72.2,222
2016,3117108,75.9,234,73.3,226
2017,3117108,74,229,69.1,214
2018,3117108,79.4,243,76.8,235
2019,3117108,70,215,69.4,213
2010,3117207,95.3,81,82.4,70
2011,3117207,106.6,65,62.3,38
2012,3117207,78.7,48,57.4,35
2013,3117207,79.5,50,74.7,47
2014,3117207,81,51,77.8,49
2015,3117207,85.6,54,84,53
2016,3117207,88.6,56,87,55
2017,3117207,102.7,65,96.4,61
2018,3117207,112.5,70,106,66
2019,3117207,91.5,57,91.5,57
2010,3117306,72.7,546,63,473
2011,3117306,78.9,568,57.9,417
2012,3117306,91.1,668,58.9,432
2013,3117306,96.8,745,85.1,655
2014,3117306,100.5,788,95.8,751
2015,3117306,95.4,760,91.6,730
2016,3117306,85.4,691,82.6,669
2017,3117306,91.2,749,86.6,711
2018,3117306,95.5,802,90.7,762
2019,3117306,93.8,801,90.2,771
2010,3117405,70.3,97,38.4,53
2011,3117405,61.9,78,48.4,61
2012,3117405,81.7,103,53.2,67
2013,3117405,63.1,82,60.8,79
2014,3117405,69.1,90,67.6,88
2015,3117405,72,94,61.3,80
2016,3117405,66.5,87,65,85
2017,3117405,61.8,81,59.6,78
2018,3117405,66.7,86,64.4,83
2019,3117405,68.2,88,65.9,85
2010,3117504,40.7,240,22.9,135
2011,3117504,41.5,243,22.4,131
2012,3117504,48.6,283,24.4,142
2013,3117504,49.4,295,43.3,259
2014,3117504,70.1,418,62.7,374
2015,3117504,88.9,529,76,452
2016,3117504,90.8,539,84,499
2017,3117504,94.5,560,91.3,541
2018,3117504,101.8,587,97.8,564
2019,3117504,98.4,574,95.5,557
2010,3117603,96.1,123,72.7,93
2011,3117603,95.1,135,60.6,86
2012,3117603,94.4,136,53.5,77
2013,3117603,88.5,132,79.8,119
2014,3117603,92,138,88.7,133
2015,3117603,71,107,69.6,105
2016,3117603,68,103,65.3,99
2017,3117603,80.1,122,76.8,117
2018,3117603,95.2,144,90.5,137
2019,3117603,82.2,125,80.9,123
2010,3117702,73.7,292,52,206
2011,3117702,84,315,49.1,184
2012,3117702,80.1,302,51.2,193
2013,3117702,72.3,282,65.4,255
2014,3117702,91.4,358,81.5,319
2015,3117702,93.6,368,88,346
